season,team,rpi
2011,Jksnville St ,0.376
2011,Howard ,0.374
2011,Radford ,0.373
2011,S Car State ,0.371
2011,Prairie View ,0.369
2011,W Illinois ,0.368
2011,Alcorn State ,0.367
2011,Toledo ,0.367
2011,Chicago St ,0.362
2011,Central Ark ,0.359
2011,GA Southern ,0.354
2011,Centenary ,0.348
2011,TX-Pan Am ,0.341
2011,Southern ,0.338
2011,Houston Bap ,0.326
2012,Syracuse ,0.668
2012,Kentucky ,0.667
2012,N Carolina ,0.661
2012,Duke ,0.657
2012,Kansas ,0.644
2012,Michigan St ,0.643
2012,Ohio State ,0.638
2012,Baylor ,0.637
2012,Marquette ,0.634
2012,Michigan ,0.626
2012,Missouri ,0.623
2012,Wichita St ,0.622
2012,Georgetown ,0.621
2012,Indiana ,0.620
2012,Memphis ,0.617
2012,UNLV ,0.617
2012,Temple ,0.617
2012,Louisville ,0.616
2012,Wisconsin ,0.614
2012,S Mississippi ,0.612
2012,Murray St ,0.612
2012,Florida St ,0.611
2012,San Diego St ,0.611
2012,Gonzaga ,0.609
2012,Creighton ,0.608
2012,St Marys ,0.607
2012,Saint Louis ,0.605
2012,Vanderbilt ,0.605
2012,Florida ,0.605
2012,New Mexico ,0.601
2012,Colorado St ,0.600
2012,Connecticut ,0.594
2012,Iowa State ,0.593
2012,Harvard ,0.589
2012,Alabama ,0.588
2012,California ,0.586
2012,Notre Dame ,0.586
2012,Lg Beach St ,0.586
2012,VCU ,0.585
2012,S Dakota St ,0.585
2012,Oral Roberts ,0.583
2012,Marshall ,0.582
2012,Cincinnati ,0.582
2012,Xavier ,0.580
2012,Purdue ,0.580
2012,Kansas St ,0.580
2012,BYU ,0.580
2012,Iona ,0.580
2012,Texas ,0.578
2012,NC State ,0.578
2012,S Florida ,0.578
2012,Virginia ,0.578
2012,Mississippi ,0.577
2012,Akron ,0.577
2012,Central FL ,0.576
2012,Middle Tenn ,0.574
2012,Ohio ,0.573
2012,Belmont ,0.573
2012,Northwestern ,0.573
2012,W Virginia ,0.572
2012,Davidson ,0.571
2012,Miami (FL) ,0.571
2012,Oregon ,0.571
2012,N Mex State ,0.570
2012,Drexel ,0.570
2012,Seton Hall ,0.570
2012,St Josephs ,0.570
2012,Weber State ,0.568
2012,Washington ,0.568
2012,Colorado ,0.567
2012,Nevada ,0.565
2012,Arizona ,0.563
2012,Montana ,0.562
2012,U Mass ,0.562
2012,N Iowa ,0.561
2012,Miss State ,0.561
2012,LIU-Brooklyn ,0.557
2012,Geo Mason ,0.557
2012,Loyola-MD ,0.557
2012,Buffalo ,0.557
2012,Dayton ,0.556
2012,Wyoming ,0.555
2012,LSU ,0.555
2012,Tennessee ,0.554
2012,La Salle ,0.553
2012,Cleveland St ,0.553
2012,Princeton ,0.552
2012,Illinois ,0.551
2012,Minnesota ,0.550
2012,Wagner ,0.549
2012,St Bonavent ,0.549
2012,Bucknell ,0.548
2012,Lehigh ,0.547
2012,Valparaiso ,0.547
2012,Denver ,0.546
2012,Stanford ,0.543
2012,NC-Asheville ,0.542
2012,Pittsburgh ,0.542
2012,Illinois St ,0.541
2012,U Penn ,0.541
2012,Georgia ,0.540
2012,Yale ,0.539
2012,Old Dominion ,0.539
2012,Duquesne ,0.537
2012,TX Christian ,0.537
2012,TN State ,0.537
2012,TX-Arlington ,0.536
2012,Rob Morris ,0.536
2012,Maryland ,0.536
2012,UAB ,0.536
2012,Arkansas ,0.535
2012,Kent State ,0.535
2012,Butler ,0.535
2012,Fairfield ,0.534
2012,Lamar ,0.533
2012,VA Tech ,0.533
2012,UCSB ,0.532
2012,Loyola Mymt ,0.530
2012,Villanova ,0.529
2012,Tulsa ,0.529
2012,Oklahoma St ,0.528
2012,Col Charlestn ,0.527
2012,UCLA ,0.527
2012,Missouri St ,0.526
2012,Detroit ,0.525
2012,Richmond ,0.524
2012,Iowa ,0.523
2012,Mercer ,0.522
2012,Evansville ,0.521
2012,Indiana St ,0.521
2012,WI-Milwkee ,0.521
2012,Oregon St ,0.521
2012,Oakland ,0.520
2012,Drake ,0.519
2012,Norfolk St ,0.519
2012,Oklahoma ,0.519
2012,San Fransco ,0.518
2012,TN Tech ,0.517
2012,Stony Brook ,0.515
2012,American ,0.514
2012,TX El Paso ,0.514
2012,Georgia St ,0.514
2012,Auburn ,0.514
2012,SC Upstate ,0.514
2012,Utah State ,0.514
2012,Idaho ,0.513
2012,WI-Grn Bay ,0.512
2012,Miss Val St ,0.511
2012,Manhattan ,0.511
2012,Vermont ,0.510
2012,Clemson ,0.510
2012,Nebraska ,0.508
2012,Delaware ,0.508
2012,St Johns ,0.508
2012,W Illinois ,0.507
2012,Bowling Grn ,0.506
2012,LA Tech ,0.505
2012,Penn State ,0.505
2012,CS Fullerton ,0.505
2012,Providence ,0.505
2012,E Carolina ,0.502
2012,Rutgers ,0.502
2012,Quinnipiac ,0.502
2012,Morehead St ,0.501
2012,Air Force ,0.500
2012,Charl South ,0.499
2012,Charlotte ,0.498
2012,Texas A&M ,0.497
2012,Youngs St ,0.496
2012,S Alabama ,0.496
2012,Rice ,0.495
2012,McNeese St ,0.494
2012,Portland St ,0.494
2012,AR Lit Rock ,0.494
2012,Northeastrn ,0.494
2012,Boise State ,0.493
2012,Wofford ,0.492
2012,Holy Cross ,0.492
2012,N Florida ,0.492
2012,E Tenn St ,0.491
2012,Wake Forest ,0.491
2012,Cornell ,0.490
2012,Coastal Car ,0.490
2012,N Dakota St ,0.490
2012,LA Lafayette ,0.489
2012,Wash State ,0.489
2012,Columbia ,0.488
2012,Geo Wshgtn ,0.487
2012,W Kentucky ,0.486
2012,Boston U ,0.486
2012,Savannah St ,0.486
2012,GA Tech ,0.484
2012,Austin Peay ,0.484
2012,San Diego ,0.484
2012,S Carolina ,0.483
2012,TX-San Ant ,0.481
2012,DePaul ,0.480
2012,Rider ,0.480
2012,North Texas ,0.480
2012,Lafayette ,0.479
2012,Ste F Austin ,0.477
2012,Niagara ,0.477
2012,IUPUI ,0.477
2012,GA Southern ,0.477
2012,Hawaii ,0.476
2012,Campbell ,0.475
2012,E Washingtn ,0.475
2012,Fla Atlantic ,0.475
2012,W Michigan ,0.474
2012,St Fran (NY) ,0.473
2012,Fla Gulf Cst ,0.473
2012,Siena ,0.473
2012,NW State ,0.473
2012,Cal Poly ,0.471
2012,Albany ,0.471
2012,NC-Wilmgton ,0.471
2012,Houston ,0.471
2012,S Methodist ,0.471
2012,Jksnville St ,0.469
2012,Arkansas St ,0.468
2012,E Kentucky ,0.468
2012,W Carolina ,0.468
2012,CS Bakersfld ,0.468
2012,Wright State ,0.468
2012,Marist ,0.467
2012,S Utah ,0.466
2012,Lipscomb ,0.466
2012,Elon ,0.465
2012,Utah Val St ,0.464
2012,TX Southern ,0.464
2012,Fresno St ,0.464
2012,Central Conn ,0.464
2012,NC Central ,0.464
2012,NC-Grnsboro ,0.463
2012,Monmouth ,0.461
2012,Portland ,0.460
2012,Furman ,0.460
2012,Beth-Cook ,0.459
2012,Boston Col ,0.458
2012,Fordham ,0.458
2012,Texas Tech ,0.458
2012,Sacred Hrt ,0.458
2012,E Michigan ,0.457
2012,Presbyterian ,0.456
2012,Tulane ,0.455
2012,Miami (OH) ,0.455
2012,SE Missouri ,0.455
2012,Toledo ,0.455
2012,Delaware St ,0.454
2012,North Dakota ,0.453
2012,Florida Intl ,0.452
2012,Arizona St ,0.451
2012,UC Riverside ,0.451
2012,UC Irvine ,0.450
2012,Ball State ,0.448
2012,S Illinois ,0.448
2012,App State ,0.446
2012,Rhode Island ,0.446
2012,N Colorado ,0.445
2012,Troy ,0.445
2012,James Mad ,0.445
2012,Bradley ,0.444
2012,Hofstra ,0.443
2012,Jacksonville ,0.443
2012,UMKC ,0.442
2012,Stetson ,0.442
2012,VA Military ,0.441
2012,USC ,0.440
2012,Samford ,0.439
2012,High Point ,0.439
2012,Pepperdine ,0.437
2012,Winthrop ,0.437
2012,Sam Hous St ,0.437
2012,Utah ,0.437
2012,IPFW ,0.436
2012,Montana St ,0.435
2012,Coppin State ,0.434
2012,San Jose St ,0.432
2012,Southern ,0.431
2012,Liberty ,0.430
2012,Maine ,0.429
2012,Central Mich ,0.428
2012,Howard ,0.427
2012,E Illinois ,0.427
2012,Texas State ,0.427
2012,NC A&T ,0.427
2012,Pacific ,0.427
2012,Morgan St ,0.426
2012,Seattle ,0.424
2012,Idaho State ,0.424
2012,South Dakota ,0.423
2012,Mt St Marys ,0.421
2012,NJIT ,0.418
2012,Nicholls St ,0.418
2012,Prairie View ,0.417
2012,Gard-Webb ,0.417
2012,Colgate ,0.417
2012,IL-Chicago ,0.416
2012,N Hampshire ,0.416
2012,SIU Edward ,0.414
2012,Santa Clara ,0.413
2012,Hampton ,0.412
2012,Wm & Mary ,0.412
2012,Ark Pine Bl ,0.412
2012,St Peters ,0.412
2012,Army ,0.412
2012,Hartford ,0.407
2012,Alabama St ,0.406
2012,Loyola-Chi ,0.405
2012,Chattanooga ,0.405
2012,Towson ,0.404
2012,St Fran (PA) ,0.402
2012,Sac State ,0.402
2012,Florida A&M ,0.401
2012,TX-Pan Am ,0.401
2012,LA Monroe ,0.399
2012,Brown ,0.399
2012,SE Louisiana ,0.398
2012,TX A&M-CC ,0.396
2012,Maryland ES ,0.396
2012,Jackson St ,0.394
2012,Central Ark ,0.393
2012,Houston Bap ,0.391
2012,Cal St Nrdge ,0.391
2012,Citadel ,0.386
2012,TN Martin ,0.385
2012,Dartmouth ,0.381
2012,Navy ,0.380
2012,Radford ,0.380
2012,F Dickinson ,0.378
2012,Canisius ,0.376
2012,Kennesaw St ,0.376
2012,Longwood ,0.374
2012,Neb Omaha ,0.374
2012,Alcorn State ,0.369
2012,N Arizona ,0.369
2012,Chicago St ,0.368
2012,UC Davis ,0.368
2012,Maryland BC ,0.364
2012,N Illinois ,0.361
2012,Bryant ,0.361
2012,Grambling St ,0.353
2012,Alab A&M ,0.351
2012,S Car State ,0.342
2012,Binghamton ,0.337
2013,Duke ,0.685
2013,New Mexico ,0.664
2013,Louisville ,0.653
2013,Miami (FL) ,0.650
2013,Michigan St ,0.645
2013,Kansas ,0.643
2013,Florida ,0.640
2013,Michigan ,0.640
2013,Georgetown ,0.639
2013,Indiana ,0.639
2013,Gonzaga ,0.639
2013,Marquette ,0.638
2013,Arizona ,0.629
2013,Ohio State ,0.625
2013,Colorado St ,0.625
2013,Memphis ,0.623
2013,Syracuse ,0.620
2013,Belmont ,0.619
2013,N Carolina ,0.618
2013,Kansas St ,0.617
2013,Butler ,0.614
2013,Oklahoma St ,0.613
2013,UNLV ,0.613
2013,Middle Tenn ,0.612
2013,Minnesota ,0.612
2013,VCU ,0.609
2013,Saint Louis ,0.607
2013,NC State ,0.606
2013,Creighton ,0.605
2013,St Marys ,0.605
2013,UCLA ,0.604
2013,San Diego St ,0.604
2013,Oklahoma ,0.603
2013,Missouri ,0.603
2013,Wichita St ,0.602
2013,Colorado ,0.601
2013,Boise State ,0.600
2013,S Mississippi ,0.599
2013,Pittsburgh ,0.599
2013,La Salle ,0.598
2013,Illinois ,0.598
2013,Wisconsin ,0.595
2013,Temple ,0.593
2013,Notre Dame ,0.591
2013,Connecticut ,0.590
2013,Iowa State ,0.588
2013,LA Tech ,0.588
2013,California ,0.587
2013,Cincinnati ,0.586
2013,Kentucky ,0.584
2013,Bucknell ,0.581
2013,Villanova ,0.580
2013,Akron ,0.580
2013,Oregon ,0.579
2013,Tennessee ,0.577
2013,Mississippi ,0.575
2013,Denver ,0.572
2013,N Mex State ,0.571
2013,U Mass ,0.571
2013,Valparaiso ,0.567
2013,Alabama ,0.565
2013,Baylor ,0.564
2013,Ste F Austin ,0.563
2013,Stanford ,0.563
2013,Detroit ,0.562
2013,Charlotte ,0.561
2013,Virginia ,0.561
2013,BYU ,0.559
2013,Wyoming ,0.559
2013,Air Force ,0.558
2013,Iowa ,0.558
2013,E Kentucky ,0.558
2013,Davidson ,0.558
2013,Arkansas ,0.557
2013,Ohio ,0.557
2013,Indiana St ,0.557
2013,S Dakota St ,0.556
2013,Xavier ,0.555
2013,N Dakota St ,0.555
2013,Maryland ,0.554
2013,Stony Brook ,0.553
2013,St Johns ,0.553
2013,N Iowa ,0.553
2013,St Josephs ,0.553
2013,Providence ,0.552
2013,Richmond ,0.552
2013,Florida St ,0.551
2013,Montana ,0.551
2013,Washington ,0.548
2013,LSU ,0.547
2013,Arizona St ,0.546
2013,Harvard ,0.546
2013,Fla Gulf Cst ,0.546
2013,Weber State ,0.545
2013,E Carolina ,0.545
2013,NW State ,0.543
2013,Texas A&M ,0.542
2013,TX El Paso ,0.542
2013,Central FL ,0.541
2013,Loyola-MD ,0.540
2013,Santa Clara ,0.540
2013,Nebraska ,0.540
2013,Utah State ,0.539
2013,USC ,0.538
2013,Evansville ,0.536
2013,TN State ,0.534
2013,Iona ,0.534
2013,Dayton ,0.534
2013,Rutgers ,0.534
2013,Pacific ,0.533
2013,Lg Beach St ,0.533
2013,Lehigh ,0.533
2013,Purdue ,0.531
2013,Texas ,0.530
2013,Canisius ,0.529
2013,Murray St ,0.529
2013,Illinois St ,0.528
2013,Boston Col ,0.527
2013,Niagara ,0.526
2013,Mt St Marys ,0.526
2013,W Illinois ,0.525
2013,Mercer ,0.525
2013,Rob Morris ,0.525
2013,Vermont ,0.525
2013,W Virginia ,0.524
2013,Florida Intl ,0.524
2013,Fresno St ,0.524
2013,Georgia ,0.523
2013,Wagner ,0.521
2013,S Florida ,0.521
2013,Vanderbilt ,0.521
2013,GA Tech ,0.521
2013,Delaware ,0.521
2013,Oakland ,0.521
2013,Princeton ,0.520
2013,TX-Arlington ,0.520
2013,St Bonavent ,0.520
2013,Geo Wshgtn ,0.519
2013,W Michigan ,0.519
2013,Col Charlestn ,0.518
2013,Seton Hall ,0.518
2013,Wright State ,0.517
2013,NC Central ,0.517
2013,Tulsa ,0.517
2013,Oral Roberts ,0.516
2013,Drake ,0.516
2013,Rider ,0.515
2013,Kent State ,0.514
2013,Boston U ,0.514
2013,Arkansas St ,0.513
2013,Towson ,0.513
2013,UC Irvine ,0.513
2013,UAB ,0.513
2013,Jksnville St ,0.513
2013,Savannah St ,0.511
2013,Geo Mason ,0.511
2013,Bryant ,0.510
2013,Lafayette ,0.510
2013,San Diego ,0.508
2013,S Alabama ,0.508
2013,Cal Poly ,0.508
2013,Albany ,0.508
2013,Nevada ,0.507
2013,Northeastrn ,0.507
2013,Northwestern ,0.507
2013,Wake Forest ,0.506
2013,VA Tech ,0.506
2013,Norfolk St ,0.505
2013,WI-Grn Bay ,0.505
2013,IL-Chicago ,0.504
2013,Fairfield ,0.504
2013,Utah ,0.502
2013,San Fransco ,0.502
2013,W Kentucky ,0.501
2013,Elon ,0.501
2013,AR Lit Rock ,0.500
2013,Morehead St ,0.499
2013,Clemson ,0.499
2013,LIU-Brooklyn ,0.497
2013,Oregon St ,0.496
2013,Penn State ,0.495
2013,Charl South ,0.493
2013,TX Southern ,0.493
2013,Hartford ,0.492
2013,Wash State ,0.490
2013,Youngs St ,0.490
2013,Tulane ,0.490
2013,Southern ,0.489
2013,Manhattan ,0.489
2013,Bradley ,0.489
2013,S Illinois ,0.486
2013,Quinnipiac ,0.486
2013,Houston ,0.485
2013,Gard-Webb ,0.485
2013,Toledo ,0.485
2013,Idaho ,0.484
2013,Rhode Island ,0.483
2013,Yale ,0.482
2013,DePaul ,0.482
2013,James Mad ,0.481
2013,Central Conn ,0.481
2013,Cleveland St ,0.480
2013,Marshall ,0.479
2013,Army ,0.478
2013,Missouri St ,0.477
2013,Ark Pine Bl ,0.476
2013,Drexel ,0.475
2013,St Fran (NY) ,0.475
2013,Hawaii ,0.474
2013,Georgia St ,0.473
2013,S Carolina ,0.473
2013,Pepperdine ,0.471
2013,Loyola Mymt ,0.471
2013,SE Missouri ,0.471
2013,S Methodist ,0.470
2013,Duquesne ,0.469
2013,NC-Asheville ,0.469
2013,LA Lafayette ,0.467
2013,Stetson ,0.467
2013,Loyola-Chi ,0.467
2013,Ball State ,0.466
2013,Fla Atlantic ,0.466
2013,Fordham ,0.465
2013,SC Upstate ,0.465
2013,N Florida ,0.465
2013,Buffalo ,0.463
2013,TX Christian ,0.462
2013,North Dakota ,0.462
2013,Portland ,0.462
2013,UC Davis ,0.462
2013,Texas Tech ,0.462
2013,E Michigan ,0.460
2013,Miss State ,0.459
2013,SE Louisiana ,0.458
2013,CS Bakersfld ,0.458
2013,Lipscomb ,0.457
2013,Sam Hous St ,0.456
2013,Brown ,0.455
2013,UCSB ,0.455
2013,TN Tech ,0.455
2013,South Dakota ,0.455
2013,Cal St Nrdge ,0.454
2013,McNeese St ,0.454
2013,W Carolina ,0.453
2013,Wofford ,0.452
2013,Sacred Hrt ,0.451
2013,San Jose St ,0.451
2013,Cornell ,0.450
2013,Auburn ,0.450
2013,Morgan St ,0.450
2013,NC A&T ,0.450
2013,North Texas ,0.450
2013,Holy Cross ,0.449
2013,Bowling Grn ,0.448
2013,Colgate ,0.447
2013,High Point ,0.447
2013,Central Mich ,0.445
2013,IPFW ,0.445
2013,CS Fullerton ,0.445
2013,Marist ,0.445
2013,N Arizona ,0.445
2013,Winthrop ,0.445
2013,Coastal Car ,0.444
2013,App State ,0.444
2013,N Kentucky ,0.443
2013,Maine ,0.442
2013,GA Southern ,0.442
2013,Miami (OH) ,0.441
2013,Wm & Mary ,0.441
2013,Delaware St ,0.441
2013,E Tenn St ,0.441
2013,N Colorado ,0.439
2013,Columbia ,0.439
2013,American ,0.439
2013,U Penn ,0.438
2013,Troy ,0.438
2013,Monmouth ,0.438
2013,Jacksonville ,0.436
2013,Hampton ,0.436
2013,E Illinois ,0.435
2013,Sac State ,0.435
2013,Central Ark ,0.434
2013,TX-San Ant ,0.431
2013,UMKC ,0.430
2013,Neb Omaha ,0.430
2013,Texas State ,0.429
2013,Chattanooga ,0.429
2013,St Peters ,0.429
2013,Campbell ,0.428
2013,N Hampshire ,0.427
2013,Samford ,0.427
2013,Beth-Cook ,0.425
2013,Nicholls St ,0.424
2013,Liberty ,0.423
2013,Dartmouth ,0.423
2013,Seattle ,0.422
2013,Siena ,0.422
2013,NJIT ,0.421
2013,Utah Val St ,0.419
2013,Maryland BC ,0.419
2013,NC-Wilmgton ,0.417
2013,VA Military ,0.416
2013,TX-Pan Am ,0.415
2013,F Dickinson ,0.415
2013,SIU Edward ,0.415
2013,Coppin State ,0.414
2013,S Utah ,0.414
2013,Alcorn State ,0.413
2013,LA Monroe ,0.413
2013,Montana St ,0.413
2013,Jackson St ,0.411
2013,WI-Milwkee ,0.411
2013,Navy ,0.411
2013,TN Martin ,0.410
2013,Radford ,0.406
2013,E Washingtn ,0.405
2013,Old Dominion ,0.404
2013,Austin Peay ,0.403
2013,St Fran (PA) ,0.403
2013,Houston Bap ,0.403
2013,TX A&M-CC ,0.402
2013,Rice ,0.400
2013,Prairie View ,0.399
2013,Hofstra ,0.399
2013,Chicago St ,0.394
2013,Alabama St ,0.394
2013,IUPUI ,0.392
2013,NC-Grnsboro ,0.392
2013,Alab A&M ,0.385
2013,Citadel ,0.385
2013,N Illinois ,0.384
2013,Longwood ,0.382
2013,Florida A&M ,0.382
2013,Howard ,0.382
2013,Lamar ,0.375
2013,Binghamton ,0.375
2013,Idaho State ,0.373
2013,UC Riverside ,0.373
2013,Portland St ,0.372
2013,Presbyterian ,0.369
2013,Kennesaw St ,0.367
2013,S Car State ,0.365
2013,Furman ,0.364
2013,Miss Val St ,0.355
2013,Maryland ES ,0.353
2013,New Orleans ,0.347
2013,Grambling St ,0.304
2014,Arizona ,0.676
2014,Florida ,0.671
2014,Kansas ,0.670
2014,Villanova ,0.659
2014,Wichita St ,0.654
2014,Wisconsin ,0.647
2014,Creighton ,0.641
2014,Duke ,0.639
2014,Michigan ,0.632
2014,Syracuse ,0.632
2014,Iowa State ,0.632
2014,Virginia ,0.628
2014,Cincinnati ,0.628
2014,VCU ,0.626
2014,San Diego St ,0.625
2014,Saint Louis ,0.619
2014,U Mass ,0.618
2014,New Mexico ,0.617
2014,Oklahoma ,0.616
2014,Kentucky ,0.616
2014,N Carolina ,0.615
2014,Louisville ,0.614
2014,Michigan St ,0.614
2014,Ohio State ,0.613
2014,Oregon ,0.611
2014,Gonzaga ,0.611
2014,UCLA ,0.610
2014,Connecticut ,0.607
2014,Memphis ,0.605
2014,Geo Wshgtn ,0.605
2014,BYU ,0.601
2014,Colorado ,0.601
2014,Texas ,0.601
2014,Baylor ,0.600
2014,S Mississippi ,0.597
2014,Toledo ,0.595
2014,Arizona St ,0.593
2014,N Dakota St ,0.592
2014,Dayton ,0.592
2014,Oklahoma St ,0.589
2014,St Josephs ,0.588
2014,Nebraska ,0.588
2014,S Methodist ,0.587
2014,Tennessee ,0.586
2014,Stanford ,0.586
2014,Pittsburgh ,0.585
2014,Kansas St ,0.585
2014,Harvard ,0.583
2014,Minnesota ,0.582
2014,Missouri ,0.579
2014,Iowa ,0.577
2014,Xavier ,0.576
2014,Providence ,0.575
2014,Georgetown ,0.575
2014,California ,0.575
2014,Belmont ,0.573
2014,St Johns ,0.572
2014,Arkansas ,0.572
2014,Iona ,0.572
2014,Florida St ,0.572
2014,Middle Tenn ,0.571
2014,St Marys ,0.570
2014,WI-Grn Bay ,0.569
2014,San Fransco ,0.568
2014,Ste F Austin ,0.567
2014,LA Tech ,0.565
2014,NC State ,0.565
2014,Illinois ,0.564
2014,Manhattan ,0.564
2014,LSU ,0.563
2014,Richmond ,0.562
2014,Indiana St ,0.562
2014,Georgia ,0.561
2014,Delaware ,0.560
2014,Maryland ,0.559
2014,Clemson ,0.558
2014,Georgia St ,0.558
2014,Boise State ,0.558
2014,N Mex State ,0.557
2014,Mercer ,0.556
2014,Ohio ,0.555
2014,Boston U ,0.555
2014,Utah ,0.555
2014,W Virginia ,0.554
2014,Marquette ,0.553
2014,Mississippi ,0.549
2014,Missouri St ,0.548
2014,W Michigan ,0.548
2014,La Salle ,0.548
2014,Cleveland St ,0.547
2014,Tulsa ,0.547
2014,Indiana ,0.546
2014,Washington ,0.545
2014,Buffalo ,0.545
2014,E Michigan ,0.544
2014,Oregon St ,0.543
2014,TX El Paso ,0.542
2014,Canisius ,0.541
2014,UCSB ,0.541
2014,Akron ,0.541
2014,E Kentucky ,0.540
2014,Towson ,0.538
2014,Quinnipiac ,0.538
2014,UC Irvine ,0.535
2014,Miami (FL) ,0.534
2014,St Bonavent ,0.533
2014,Vermont ,0.533
2014,UNLV ,0.533
2014,Vanderbilt ,0.533
2014,NC Central ,0.533
2014,LA Lafayette ,0.532
2014,Penn State ,0.531
2014,Alabama ,0.530
2014,Texas Tech ,0.529
2014,N Iowa ,0.529
2014,Wm & Mary ,0.528
2014,Wake Forest ,0.526
2014,Rob Morris ,0.526
2014,Fresno St ,0.525
2014,Utah State ,0.524
2014,Princeton ,0.523
2014,W Kentucky ,0.522
2014,Wyoming ,0.521
2014,IPFW ,0.521
2014,Notre Dame ,0.521
2014,Davidson ,0.518
2014,Holy Cross ,0.518
2014,S Dakota St ,0.518
2014,Columbia ,0.517
2014,Sam Hous St ,0.516
2014,Northwestern ,0.516
2014,Utah Val St ,0.516
2014,Nevada ,0.516
2014,Drexel ,0.516
2014,American ,0.516
2014,Butler ,0.515
2014,Illinois St ,0.515
2014,Pacific ,0.515
2014,WI-Milwkee ,0.515
2014,Texas A&M ,0.515
2014,Purdue ,0.514
2014,UAB ,0.513
2014,Murray St ,0.512
2014,Denver ,0.512
2014,Morehead St ,0.512
2014,Geo Mason ,0.511
2014,Seton Hall ,0.509
2014,Fla Gulf Cst ,0.509
2014,GA Tech ,0.508
2014,Rhode Island ,0.508
2014,Yale ,0.508
2014,Hawaii ,0.505
2014,Stony Brook ,0.505
2014,San Diego ,0.505
2014,S Carolina ,0.505
2014,Auburn ,0.504
2014,Pepperdine ,0.504
2014,Charlotte ,0.504
2014,Lg Beach St ,0.503
2014,DePaul ,0.502
2014,Wofford ,0.502
2014,Temple ,0.502
2014,Miami (OH) ,0.502
2014,Houston ,0.502
2014,Wright State ,0.501
2014,Southern ,0.501
2014,Elon ,0.501
2014,NW State ,0.500
2014,SC Upstate ,0.499
2014,Oral Roberts ,0.499
2014,Weber State ,0.499
2014,Old Dominion ,0.497
2014,North Texas ,0.497
2014,USC ,0.497
2014,Bucknell ,0.497
2014,Montana ,0.495
2014,Colorado St ,0.495
2014,High Point ,0.495
2014,Winthrop ,0.494
2014,Drake ,0.493
2014,Portland ,0.493
2014,Bryant ,0.492
2014,Loyola Mymt ,0.491
2014,AR Lit Rock ,0.491
2014,Bowling Grn ,0.491
2014,Duquesne ,0.490
2014,Boston Col ,0.489
2014,Valparaiso ,0.489
2014,Arkansas St ,0.489
2014,Oakland ,0.488
2014,St Fran (NY) ,0.487
2014,N Florida ,0.487
2014,Coastal Car ,0.486
2014,Hampton ,0.485
2014,Siena ,0.485
2014,Kent State ,0.484
2014,S Illinois ,0.484
2014,Albany ,0.482
2014,Rider ,0.482
2014,Florida Intl ,0.482
2014,NC-Asheville ,0.481
2014,Rutgers ,0.481
2014,Grand Canyon ,0.480
2014,W Carolina ,0.480
2014,E Tenn St ,0.480
2014,TX-Arlington ,0.480
2014,Lipscomb ,0.480
2014,Wash State ,0.480
2014,VA Military ,0.479
2014,N Illinois ,0.479
2014,Evansville ,0.479
2014,TN Tech ,0.479
2014,Neb Omaha ,0.479
2014,E Carolina ,0.479
2014,Mt St Marys ,0.478
2014,Santa Clara ,0.478
2014,S Florida ,0.478
2014,TX Christian ,0.476
2014,Wagner ,0.476
2014,Tulane ,0.476
2014,N Colorado ,0.475
2014,Northeastrn ,0.475
2014,Central FL ,0.473
2014,North Dakota ,0.472
2014,E Washingtn ,0.471
2014,Fordham ,0.471
2014,Detroit ,0.471
2014,LA Monroe ,0.470
2014,Brown ,0.469
2014,St Peters ,0.468
2014,Hartford ,0.467
2014,James Mad ,0.467
2014,Youngs St ,0.466
2014,Army ,0.466
2014,Morgan St ,0.466
2014,TX A&M-CC ,0.465
2014,VA Tech ,0.465
2014,N Arizona ,0.465
2014,Incarnate Word ,0.464
2014,Air Force ,0.463
2014,Norfolk St ,0.463
2014,Radford ,0.463
2014,Col Charlestn ,0.462
2014,Lehigh ,0.462
2014,Gard-Webb ,0.461
2014,Miss State ,0.461
2014,Chattanooga ,0.461
2014,UMKC ,0.461
2014,Marist ,0.460
2014,Chicago St ,0.458
2014,Cal Poly ,0.456
2014,SE Missouri ,0.455
2014,South Dakota ,0.454
2014,Idaho ,0.453
2014,Lafayette ,0.453
2014,Colgate ,0.453
2014,Portland St ,0.452
2014,Alabama St ,0.452
2014,TX Southern ,0.451
2014,McNeese St ,0.451
2014,New Orleans ,0.450
2014,Sac State ,0.450
2014,Nicholls St ,0.449
2014,Ark Pine Bl ,0.448
2014,Fla Atlantic ,0.447
2014,Bradley ,0.447
2014,Dartmouth ,0.445
2014,Cal St Nrdge ,0.444
2014,Coppin State ,0.443
2014,Seattle ,0.443
2014,Charl South ,0.439
2014,F Dickinson ,0.439
2014,Alab A&M ,0.438
2014,Savannah St ,0.437
2014,Marshall ,0.437
2014,Loyola-MD ,0.435
2014,Montana St ,0.435
2014,San Jose St ,0.435
2014,Hofstra ,0.434
2014,NC-Wilmgton ,0.433
2014,S Alabama ,0.432
2014,Troy ,0.432
2014,Massachusetts Lowell ,0.432
2014,Jacksonville ,0.431
2014,CS Fullerton ,0.430
2014,Monmouth ,0.429
2014,Jackson St ,0.429
2014,CS Bakersfld ,0.429
2014,W Illinois ,0.428
2014,U Penn ,0.428
2014,Idaho State ,0.427
2014,Rice ,0.426
2014,E Illinois ,0.426
2014,LIU-Brooklyn ,0.425
2014,Loyola-Chi ,0.425
2014,Fairfield ,0.425
